Region,Description,Flag Picture URL,Flag URL,Country URL
Africa,Flag of the w:Republic of the Rif (de facto independent 1921–1926),/wiki/File:Flag_of_the_Republic_of_the_Rif.svg,//en.wikipedia.org/wiki/Flag_of_the_Republic_of_the_Rif,//en.wikipedia.org/wiki/Republic_of_the_Rif
Africa,"Flag of the w:South African Republic (independent 1856–77, 1881–1902)",/wiki/File:Flag_of_Transvaal.svg,//en.wikipedia.org/wiki/Flag_of_the_South_African_Republic,//en.wikipedia.org/wiki/South_African_Republic
Africa,Flag of w:South Kasai (de facto independent 1960–1962),/wiki/File:Flag_of_South_Kasai.svg,//en.wikipedia.org/wiki/Flag_of_South_Kasai,//en.wikipedia.org/wiki/South_Kasai
Africa,Flag of w:Tanganyika (independent 1961-1964),/wiki/File:Flag_of_Tanganyika.svg,//en.wikipedia.org/wiki/Flag_of_Tanganyika,//en.wikipedia.org/wiki/Tanganyika
Africa,Flag of w:Transkei (independent 1976–1994; recognized by South Africa),/wiki/File:Flag_of_Transkei.svg,//en.wikipedia.org/wiki/Flag_of_Transkei,//en.wikipedia.org/wiki/Transkei
Africa,Flag of w:Venda (independent 1979–1994; recognized by South Africa),/wiki/File:Flag_of_Venda.svg,//en.wikipedia.org/wiki/Flag_of_Venda,//en.wikipedia.org/wiki/Venda
Africa,Flag of the w:Sultanate of Zanzibar (independent 1856-1885 and 1963-1964),/wiki/File:Flag_of_the_Sultanate_of_Zanzibar_(1963).svg,//en.wikipedia.org/wiki/Sultanate_of_Zanzibar,
Africa,Flag of the w:People's Republic of Zanzibar and Pemba (independent 1964),/wiki/File:Flag_of_Zanzibar_(January-April_1964).svg,//en.wikipedia.org/wiki/People%27s_Republic_of_Zanzibar_and_Pemba,
Asia,Flag of the w:Marathi Empire (independent from 1600 to 1818),/wiki/File:Flag_of_the_Maratha_Empire.svg,//en.wikipedia.org/wiki/Flag_of_the_Maratha_Empire,//en.wikipedia.org/wiki/Marathi_Empire
Asia,Flag of the w:Aceh Sultanate (independent until 1874),/wiki/File:Flag_of_the_Aceh_Sultanate.png,//en.wikipedia.org/wiki/Flag_of_the_Aceh_Sultanate,//en.wikipedia.org/wiki/Aceh_Sultanate
Asia,Flag of the w:Sultanate of Banten (independent until 1808),/wiki/File:Flag_of_the_Sultanate_of_Banten.svg,//en.wikipedia.org/wiki/Flag_of_the_Sultanate_of_Banten,//en.wikipedia.org/wiki/Sultanate_of_Banten
Asia,Flag of the w:Republic of Biak-na-Bato (de facto independent 1897),/wiki/File:Flag_of_the_Tagalog_people.svg,//en.wikipedia.org/wiki/Republic_of_Biak-na-Bato,
Asia,Flag of the w:Republic of Ezo (independent 1869),/wiki/File:Flag_of_the_Republic_of_Ezo.svg,//en.wikipedia.org/wiki/Flag_of_the_Republic_of_Ezo,//en.wikipedia.org/wiki/Republic_of_Ezo
Asia,Flag of the w:Republic of Formosa (independent 1895),/wiki/File:Flag_of_Formosa_1895.svg,//en.wikipedia.org/wiki/Flag_of_the_Republic_of_Formosa,//en.wikipedia.org/wiki/Republic_of_Formosa
Asia,Flag of Ha'il state under the Al-Rasheed Dynasty (1834-1921),/wiki/File:Hail_flag.jpg,//en.wikipedia.org/wiki/Ha%27il,//en.wikipedia.org/wiki/Al_Rashid
Asia,First Flag of the w:Kingdom of Hejaz (independent 1916-1925; flag flown 1917-1920),/wiki/File:Flag_of_Hejaz_1917.svg,//en.wikipedia.org/wiki/Kingdom_of_Hejaz,
Asia,Second Flag of the w:Kingdom of Hejaz (independent 1916-1925; flag flown 1920-1925),/wiki/File:Flag_of_Hejaz_1920.svg,//en.wikipedia.org/wiki/Kingdom_of_Hejaz,
Asia,Flag of the w:Hyderabad State (independent 1947-48),/wiki/File:Asafia_flag_of_Hyderabad_State.png,//en.wikipedia.org/wiki/Hyderabad_State,
Asia,Flag of the w:Kingdom of Kurdistan (de facto independent 1922–1924),/wiki/File:Flag_of_Kingdom_of_Kurdistan_(1922-1924).svg,//en.wikipedia.org/wiki/Flag_of_the_Kingdom_of_Kurdistan,//en.wikipedia.org/wiki/Kingdom_of_Kurdistan
Asia,Flag of the w:Sultanate of Maguindanao (independent 1500–1898),/wiki/File:Flag_of_Maguindanao.svg,//en.wikipedia.org/wiki/Sultanate_of_Maguindanao,
Asia,Flag of the w:Republic of Mahabad (de facto independent 1946; flag currently used by w:Kurds all over the world),/wiki/File:Flag_of_Kurdistan.svg,//en.wikipedia.org/wiki/Flag_of_Kurdistan,//en.wikipedia.org/wiki/Republic_of_Mahabad
Asia,Flag of w:Manchukuo (nominally independent 1932–1945),/wiki/File:Flag_of_Manchukuo.svg,//en.wikipedia.org/wiki/Flag_of_Manchukuo,//en.wikipedia.org/wiki/Manchukuo
Asia,Flag of the w:Mataram Sultanate (independent 1588-1755),/wiki/File:Flag_of_the_Sultanate_of_Mataram.svg,//en.wikipedia.org/wiki/Flag_of_the_Mataram_Sultanate,//en.wikipedia.org/wiki/Mataram_Sultanate
Asia,Flag of w:Mengjiang (nominally independent 1936–1945),/wiki/File:Flag_of_the_Mengjiang.svg,//en.wikipedia.org/wiki/Flag_of_Mengjiang,//en.wikipedia.org/wiki/Mengjiang
Asia,Flag of the w:Mughal Empire (existed 1526-1857),/wiki/File:Flag_of_the_Mughal_Empire.png,//en.wikipedia.org/wiki/Mughal_Empire,
Asia,Flag of the w:Sultanate of Nejd (existed 1921-1926),/wiki/File:Flag_of_Nejd_(1921).svg,//en.wikipedia.org/wiki/Sultanate_of_Nejd,
Asia,Last Flag of the w:Ottoman Empire (independent 14th century-1922),/wiki/File:Ottoman_flag_alternative_2.svg,//en.wikipedia.org/wiki/Flag_of_the_Ottoman_Empire,//en.wikipedia.org/wiki/Ottoman_Empire
Asia,Flag of the w:Ryūkyū Kingdom (independent 1429–1609; vassal of w:Satsuma 1609; annexed to Japan 1879),/wiki/File:Flag_of_Ryukyu.svg,//en.wikipedia.org/wiki/Flag_of_the_Ry%C5%ABky%C5%AB_Kingdom,//en.wikipedia.org/wiki/Ry%C5%ABky%C5%AB_Kingdom
Asia,Flag of w:Sikkim (independent until 1975),/wiki/File:Flag_of_Sikkim_(1967-1975).svg,//en.wikipedia.org/wiki/Flag_of_Sikkim,//en.wikipedia.org/wiki/Sikkim
Asia,Flag of w:South Moluccas (de facto independent 1950),/wiki/File:Flag_of_South_Moluccas.svg,//en.wikipedia.org/wiki/Flag_of_South_Moluccas,//en.wikipedia.org/wiki/South_Moluccas
Asia,Flag of w:Republic of Vietnam (South Vietnam) (independent 1955–1975),/wiki/File:Flag_of_South_Vietnam.svg,//en.wikipedia.org/wiki/Flag_of_South_Vietnam,//en.wikipedia.org/wiki/Republic_of_Vietnam
Asia,Flag of the w:Provisional Revolutionary Government of the Republic of South Vietnam (w:Vietcong) (independent 1969–1976),/wiki/File:FNL_Flag.svg,//en.wikipedia.org/wiki/Flag_of_the_Republic_of_South_Vietnam,//en.wikipedia.org/wiki/Provisional_Revolutionary_Government_of_the_Republic_of_South_Vietnam
Asia,Flag of w:South Yemen (independent 1967–1990),/wiki/File:Flag_of_South_Yemen.svg,//en.wikipedia.org/wiki/Flag_of_Yemen,//en.wikipedia.org/wiki/South_Yemen
Asia,Flag of the w:Sultanate of Sulu (independent 1457–1917),/wiki/File:Late_19th_Century_Flag_of_Sulu.svg,//en.wikipedia.org/wiki/Sultanate_of_Sulu,
Asia,Flag of the w:Tannu Tuva (independent 1921–1944),/wiki/File:Flag_of_the_Tuvan_People%27s_Republic_(1930).svg,//en.wikipedia.org/wiki/Flag_of_the_Tuvinian_People%27s_Republic,//en.wikipedia.org/wiki/Tannu_Tuva
Asia,Flag of w:Tibet (de facto independent 1912-1951),/wiki/File:Flag_of_Tibet.svg,//en.wikipedia.org/wiki/Flag_of_Tibet,//en.wikipedia.org/wiki/Tibet
Asia,Flag of the w:Transcaucasian Democratic Federative Republic (independent 1918),/wiki/File:Flag_of_the_Transcaucasian_Federation.svg,//en.wikipedia.org/wiki/Transcaucasian_Democratic_Federative_Republic,
Asia,Flag of the w:Republic of Zamboanga (de facto independent 1899–1903),/wiki/File:ChavacanoFlag.svg,//en.wikipedia.org/wiki/Republic_of_Zamboanga,
Australia/Oceania,Flag of Bougainville (de facto independent 1988–1997; also used as current provincial flag),/wiki/File:Flag_of_Bougainville.svg,//en.wikipedia.org/wiki/Flag_of_Bougainville,//en.wikipedia.org/wiki/Bougainville_Province
Australia/Oceania,Flag of Franceville (independent 1889),/wiki/File:Flag_of_Franceville.svg,"//en.wikipedia.org/wiki/Franceville,_New_Hebrides",
Australia/Oceania,"Flag of the w:Kingdom of Hawaii (independent 1810–1893) and the w:Republic of Hawaii (independent 1894–1898), currently flag of the w:State of Hawaii (w:United States)",/wiki/File:Flag_of_Hawaii.svg,//en.wikipedia.org/wiki/Flag_of_Hawaii,//en.wikipedia.org/wiki/Kingdom_of_Hawaii
Australia/Oceania,Flag of the Kingdom of Tahiti (independent until 1880),/wiki/File:Flag_of_the_Kingdom_of_Tahiti.svg,//en.wikipedia.org/wiki/Kingdom_of_Tahiti,
Australia/Oceania,Flag of the Kingdom of Raiatea (independent until 1888),/wiki/File:Flag_of_Raiatea.svg,//en.wikipedia.org/wiki/Raiatea,
Australia/Oceania,Flag of the Kingdom of Bora Bora (independent until 1895),/wiki/File:Flag_of_Bora_Bora.svg,//en.wikipedia.org/wiki/Bora_Bora,
Australia/Oceania,Flag of the Kingdom of Huahine (independent until 1895),/wiki/File:Flag_of_Huahine.svg,//en.wikipedia.org/wiki/Huahine,
Australia/Oceania,Flag of the Kingdom of Mangareva (independent until 1881),/wiki/File:Flag_of_the_Kingdom_of_Mangareva_1832-1843.svg,//en.wikipedia.org/wiki/Mangareva,
Australia/Oceania,Flag of the Kingdom of Rurutu (independent until 1900),/wiki/File:Flag_of_Rurutu.svg,//en.wikipedia.org/wiki/Rurutu,
Australia/Oceania,Flag of the Kingdom of Rimatara (independent until 1901),/wiki/File:Flag_of_the_Kingdom_of_Rimatara_1856-1891.svg,//en.wikipedia.org/wiki/Rimatara,
Australia/Oceania,Flag of the Kingdom of Tuamotu (independent until ?),/wiki/File:Flag_of_the_Tuamotu_Kingdom_1832-1843.svg,//en.wikipedia.org/wiki/Tuamotus,
Australia/Oceania,Flag of the United Tribes of Fiji (until 1867),/wiki/File:Flag_of_the_United_Tribes_of_Fiji_1865-1867.svg,//en.wikipedia.org/wiki/Monarchy_of_Fiji,
Australia/Oceania,Flag of the United Tribes of Fiji (1867-1869),/wiki/File:Flag_of_the_United_Tribes_of_Fiji_1867-1869.svg,//en.wikipedia.org/wiki/Monarchy_of_Fiji,
Australia/Oceania,Flag of the Kingdom of Lau (independent until 1871),/wiki/File:Flag_of_the_Kingdom_of_Lau_1869-1871.svg,//en.wikipedia.org/wiki/Monarchy_of_Fiji,
Australia/Oceania,Flag of the Kingdom of Easter Island (independent until 1888),/wiki/File:Easter_Island_flag_1876_to_1888.png,//en.wikipedia.org/wiki/Kingdom_of_Easter_Island,
Caribbean,Flag of Republic of Anguilla (de facto independent 1967–1969),/wiki/File:Flag_of_Anguilla_(1967-1969).svg,//en.wikipedia.org/wiki/Dolphin_Flag,//en.wikipedia.org/wiki/Republic_of_Anguilla
Caribbean,Flag of West Indies Federation (de facto independent 1958-1962),/wiki/File:Flag_of_the_West_Indies_Federation.svg,//en.wikipedia.org/wiki/Flag_of_the_West_Indies_Federation,//en.wikipedia.org/wiki/West_Indies_Federation
Europe,Flag of the Republic of w:Alsace-Lorraine (independent 1918),/wiki/File:Flag_of_the_Republic_of_Alsace-Lorraine.svg,//en.wikipedia.org/wiki/Alsace-Lorraine#Independent_Republic_of_Alsace-Lorraine,//en.wikipedia.org/wiki/Alsace-Lorraine
Europe,Flag of the Empire of w:Austria-Hungary (independent 1867-1918),/wiki/File:Flag_of_Austria-Hungary_(1869-1918).svg,//en.wikipedia.org/wiki/Flag_of_Austria-Hungary,//en.wikipedia.org/wiki/Austria-Hungary
Europe,Flag of the Grand Duchy of w:Baden (independent 1806-1871),/wiki/File:Flagge_Gro%C3%9Fherzogtum_Baden_(1891%E2%80%931918).svg,//en.wikipedia.org/wiki/Baden#Grossherzogtum_Baden,//en.wikipedia.org/wiki/Baden
Europe,Flag of the Kingdom of w:Bavaria (independent 1806-1871; also used as current provincial flag),/wiki/File:Flag_of_Bavaria_(striped).svg,//en.wikipedia.org/wiki/Bayern#K.C3.B6nigreich_Bayern,//en.wikipedia.org/wiki/Bavaria
Europe,Flag of w:Brittany (independent until 16th century—see also current flag),/wiki/File:Kroaz_Du.svg,//en.wikipedia.org/wiki/Flag_of_Brittany,//en.wikipedia.org/wiki/Brittany
Europe,"Flag of the w:Byelorussian Soviet Socialist Republic (constituent republic of the USSR, but separate member of the United Nations, 1945-1991)",/wiki/File:Flag_of_Byelorussian_SSR.svg,//en.wikipedia.org/wiki/Byelorussian_Soviet_Socialist_Republic,
Europe,Flag of w:Cornwall (independent until 11th century),/wiki/File:Flag_of_Cornwall.svg,//en.wikipedia.org/wiki/Flag_of_Cornwall,//en.wikipedia.org/wiki/Cornwall
Europe,Flag of w:Corsica (independent 1755–1769),/wiki/File:Flag_of_Corsica.svg,//en.wikipedia.org/wiki/Flag_of_Corsica,//en.wikipedia.org/wiki/Corsica
Europe,Flag of w:Cospaia (independent 1440–1826),/wiki/File:Flag_of_Cospaia.svg,//en.wikipedia.org/wiki/Flag_of_Cospaia,//en.wikipedia.org/wiki/Cospaia
Europe,Flag of w:Republic of Crete (independent 1898-1913),/wiki/File:Flag_of_Cretan_State.svg,//en.wikipedia.org/wiki/Flag_of_Cretan_Republic,//en.wikipedia.org/wiki/Republic_of_Crete
Europe,Flag of Independent State of Croatia (1941-1945),/wiki/File:Flag_of_Independent_State_of_Croatia.svg,//en.wikipedia.org/wiki/Independent_State_of_Croatia,
Europe,Flag of w:Czechoslovakia (existed 1918-1938 and 1945-1993; currently national flag of w:Czech Republic),/wiki/File:Flag_of_the_Czech_Republic.svg,//en.wikipedia.org/wiki/Czechoslovakia,//en.wikipedia.org/wiki/Czech_Republic
Europe,Flag of the w:Free City of Danzig (independent 1920–1939),/wiki/File:Gdansk_flag.svg,//en.wikipedia.org/wiki/Flag_of_the_Free_City_of_Danzig,//en.wikipedia.org/wiki/Free_City_of_Danzig
Europe,Flag of w:Eastern Rumelia (de facto independent 1878-1908),/wiki/File:Flag_of_Eastern_Rumelia.svg,//en.wikipedia.org/wiki/Eastern_Rumelia,
Europe,Flag of East Germany (independent 1949–1990),/wiki/File:Flag_of_East_Germany.svg,//en.wikipedia.org/wiki/Flag_of_East_Germany,//en.wikipedia.org/wiki/German_Democratic_Republic
Europe,Flag of w: Kingdom of England (independent 927-1707),/wiki/File:Flag_of_England.svg,//en.wikipedia.org/wiki/Flags_of_England,//en.wikipedia.org/wiki/Kingdom_of_England
Europe,Flag of the w:Free State of Fiume (independent 1920–1924),/wiki/File:Flag_of_the_Free_State_of_Fiume.svg,//en.wikipedia.org/wiki/Flag_of_the_Free_State_of_Fiume,//en.wikipedia.org/wiki/Free_State_of_Fiume
Europe,Flag of w: Kingdom of France (independent 843-1792),/wiki/File:Royal_Standard_of_the_King_of_France.svg,//en.wikipedia.org/wiki/Flags_of_France,//en.wikipedia.org/wiki/Kingdom_of_France
Europe,Flag of the Patriarch State of Friuli (independent 1077–1420),/wiki/File:Bandiere_dal_Fri%C3%BBl.svg,//en.wikipedia.org/wiki/Flag_of_Friuli,//en.wikipedia.org/wiki/Friuli
Europe,Flag of the w:Republic of Gagauzia (independent 1990–1994),/wiki/File:Flag_of_the_Gagauz_people.svg,//en.wikipedia.org/wiki/Flag_of_Gagauzia,//en.wikipedia.org/wiki/Republic_of_Gagauzia
Europe,Flag of w:Galician Soviet Socialist Republic (independent 1920),/wiki/File:Flag_of_the_Galician_SSR.svg,//en.wikipedia.org/wiki/Flag_of_Galician_SSR,//en.wikipedia.org/wiki/Galician_Soviet_Socialist_Republic
Europe,"Flag of the w:Most Serene Republic of Genoa (independent 1005–1814, with interruptions)",/wiki/File:Flag_of_Genoa.svg,//en.wikipedia.org/wiki/Flag_of_Genoa,//en.wikipedia.org/wiki/Most_Serene_Republic_of_Genoa
Europe,Flag of the w:Grand Duchy of Hesse (independent 1806-1871),/wiki/File:Flagge_Gro%C3%9Fherzogtum_Hessen_ohne_Wappen.svg,/wiki/Hessen#Gro.C3.9Fherzogtum_Hessen,//en.wikipedia.org/wiki/Grand_Duchy_of_Hesse
Europe,Flag of w:Idel-Ural State (independent 1917–1918),/wiki/File:Flag_of_Idel-Ural_State.svg,//en.wikipedia.org/wiki/Flag_of_Idel-Ural_State,//en.wikipedia.org/wiki/Idel-Ural_State
Europe,"Flag of Crimea (one day of formal ""independence"" 2014)",/wiki/File:Flag_of_Crimea.svg,//en.wikipedia.org/wiki/Flag_of_Crimea,//en.wikipedia.org/wiki/Crimea
Europe,Flag of w:Kuban People's Republic (independent 1918–1920),/wiki/File:Flag_of_Kuban_People%27s_Republic.svg,//en.wikipedia.org/wiki/Flag_of_Kuban_People%27s_Republic.svg,//en.wikipedia.org/wiki/Kuban_People%27s_Republic
Europe,Flag of w:Menton and Roquebrune (independent 1848-1861),/wiki/File:Flag_of_Menton_and_Roquebrune.gif,//en.wikipedia.org/wiki/Flag_of_Menton_and_Roquebrune,//en.wikipedia.org/wiki/Menton
Europe,Flag of the w:Soviet Republic of Naissaar (independent 1917–1918),/wiki/File:Anarchist_flag.svg,//en.wikipedia.org/wiki/Flag_of_Naissaar,//en.wikipedia.org/wiki/Soviet_Republic_of_Naissaar
Europe,Flag of the w:Republic of Ragusa (independent 1358–1808),/wiki/File:Republic_of_Dubrovnik_Flag.png,//en.wikipedia.org/wiki/Flag_Ragusa,//en.wikipedia.org/wiki/Republic_of_Ragusa
Europe,Last Flag of the w:Kingdom of Sardinia (independent 1720–1861),/wiki/File:Flag_of_Italy_(1861-1946)_crowned.svg,//en.wikipedia.org/wiki/Flag_of_Italy,//en.wikipedia.org/wiki/Kingdom_of_Sardinia
Europe,Flag of the Kingdom of w:Saxony (independent 1806-1871; also used as current provincial flag),/wiki/File:Flag_of_Saxony.svg,/wiki/Sachsen#K.C3.B6nigreich_Sachsen,//en.wikipedia.org/wiki/Saxony
Europe,Flag of the w:Kingdom of Scotland (independent 843-1707),/wiki/File:Flag_of_Scotland.svg,//en.wikipedia.org/wiki/Flag_of_Scotland,//en.wikipedia.org/wiki/Kingdom_of_Scotland
Europe,Flag of the w:Republic of Serbian Krajina (de facto independent 1991–1995),/wiki/File:State_Flag_of_Serbian_Krajina_(1991).svg,//en.wikipedia.org/wiki/Flag_of_the_Republic_of_Serbian_Krajina,//en.wikipedia.org/wiki/Republic_of_Serbian_Krajina
Europe,Flag of w:Tavolara (independent 1836-1962?),/wiki/File:Flag_of_Tavolara.svg,//en.wikipedia.org/wiki/Flag_of_Tavolara,//en.wikipedia.org/wiki/Tavolara
Europe,Flag of Tavolaran Republic (1886-1899),/wiki/File:Flag_of_Tavolaran_Republic.gif,//en.wikipedia.org/wiki/Flag_of_Tavolaran_Republic,//en.wikipedia.org/wiki/Tavolara
Europe,Flag of the w:Free Territory of Trieste (independent 1947–1954),/wiki/File:Free_Territory_Trieste_Flag.svg,//en.wikipedia.org/wiki/Flag_of_Free_Territory_of_Trieste,//en.wikipedia.org/wiki/Free_Territory_of_Trieste
Europe,Flag of the w:Grand Duchy of Tuscany (independent 1569–1807 and 1814–1859),/wiki/File:State_flag_simple_of_the_Grand_Duchy_of_Tuscany.svg,//en.wikipedia.org/wiki/Flag_of_Italy,//en.wikipedia.org/wiki/Grand_Duchy_of_Tuscany
Europe,Flag of the Kingdom of the Two Sicilies (independent 1130[as w:Kingdom of Sicily]–1861),/wiki/File:Flag_of_the_Kingdom_of_the_Two_Sicilies_(1816).svg,//en.wikipedia.org/wiki/Flag_of_The_Two_Sicilies,//en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies
Europe,"Flag of the w:Ukrainian Soviet Socialist Republic (constituent republic of the USSR, but separate member of the United Nations, 1945-1991)",/wiki/File:Flag_of_Ukrainian_SSR.svg,//en.wikipedia.org/wiki/Ukrainian_Soviet_Socialist_Republic,
Europe,Flag of the w:Union of Soviet Socialist Republics (Existed 1922-1991),/wiki/File:Flag_of_the_Soviet_Union.svg,//en.wikipedia.org/wiki/Flag_of_the_Soviet_Union,//en.wikipedia.org/wiki/Union_of_Soviet_Socialist_Republics
Europe,Flag of the w:Most Serene Republic of Venice (independent 9th century – 1797),/wiki/File:Flag_of_Most_Serene_Republic_of_Venice.svg,//en.wikipedia.org/wiki/Flag_of,//en.wikipedia.org/wiki/Most_Serene_Republic_of_Venice
Europe,Flag of w:Wales (independent until 1282),/wiki/File:Flag_of_Gwynedd.svg,//en.wikipedia.org/wiki/Flag_of_Wales,//en.wikipedia.org/wiki/Wales
Europe,"Flag of the w:West Ukrainian People's Republic (independent 1918–1919, currently national flag of w:Ukraine)",/wiki/File:Flag_of_Ukraine.svg,//en.wikipedia.org/wiki/Flag_of_Ukraine,//en.wikipedia.org/wiki/West_Ukrainian_People%27s_Republic
Europe,Flag of the w:Republic of Western Bosnia (de facto independent 1993–1995),/wiki/File:Flag_of_the_Republic_of_Western_Bosnia_(1995).svg,//en.wikipedia.org/wiki/Flag_of_Western_Bosnia,//en.wikipedia.org/wiki/Republic_of_Western_Bosnia
Europe,Flag of the Kingdom of w:Württemberg (independent 1806-1871),/wiki/File:Flagge_K%C3%B6nigreich_W%C3%BCrttemberg.svg,//en.wikipedia.org/wiki/W%C3%BCrttemberg#K.C3.B6nigreich_W.C3.BCrttemberg,//en.wikipedia.org/wiki/W%C3%BCrttemberg
Europe,Flag of the w:Kingdom of Yugoslavia (existed 1918–1941),/wiki/File:Flag_of_the_Kingdom_of_Yugoslavia.svg,//en.wikipedia.org/wiki/Flag_of_the_Kingdom_of_Yugoslavia,//en.wikipedia.org/wiki/Kingdom_of_Yugoslavia
Europe,Flag of the w:SFR Yugoslavia (existed 1943–1992),/wiki/File:Flag_of_SFR_Yugoslavia.svg,//en.wikipedia.org/wiki/Flag_of_Yugoslavia,//en.wikipedia.org/wiki/SFR_Yugoslavia
North and Central America,"Flag of the w:California Republic (independent 1846, currently flag of w:State of California)",/wiki/File:Flag_of_California.svg,//en.wikipedia.org/wiki/Bear_Flag,//en.wikipedia.org/wiki/California_Republic
North and Central America,Flag of the w:Federal Republic of Central America (independent 1823-1838),/wiki/File:Flag_of_the_Federal_Republic_of_Central_America.svg,//en.wikipedia.org/wiki/Federal_Republic_of_Central_America,
North and Central America,"Flag of the w:Confederate States of America (independent 1861-1865, third of three versions)",/wiki/File:Confederate_National_Flag_since_Mar_4_1865.svg,//en.wikipedia.org/wiki/Confederate_Flag,//en.wikipedia.org/wiki/Confederate_States_of_America
North and Central America,Flag of the w:State of Muskogee (independent 1799-1803),/wiki/File:Flag_of_the_Creek_Nation.svg,//en.wikipedia.org/wiki/Flag_of_the_State_of_Muskogee,//en.wikipedia.org/wiki/State_of_Muskogee
North and Central America,Flag of the w:Republic of the Rio Grande (independent 1840),/wiki/File:Flag_of_the_Republic_of_the_Rio_Grande.svg,//en.wikipedia.org/wiki/Flag_of_the_Republic_of_the_Rio_Grande,//en.wikipedia.org/wiki/Republic_of_the_Rio_Grande
North and Central America,First Flag of the w:Republic of Texas (independent 1836-1845; flag flown 1836-1839),/wiki/File:Flag_of_the_Republic_of_Texas_(1836-1839).svg,//en.wikipedia.org/wiki/Flag_of_Texas,//en.wikipedia.org/wiki/Republic_of_Texas
North and Central America,Second Flag of the w:Republic of Texas (independent 1836-1845; flag flown 1839-1845; currently flag of w:State of Texas),/wiki/File:Flag_of_Texas.svg,//en.wikipedia.org/wiki/Flag_of_Texas,//en.wikipedia.org/wiki/Republic_of_Texas
North and Central America,Flag of the w:Vermont Republic (independent 1777-1791),/wiki/File:Flag_of_the_Vermont_Republic.svg,//en.wikipedia.org/wiki/Green_Mountain_Boys,//en.wikipedia.org/wiki/Vermont_Republic
North and Central America,Flag of the w:Republic of West Florida (independent 1810),/wiki/File:Bonnieblue.svg,//en.wikipedia.org/wiki/Bonnie_Blue_Flag,//en.wikipedia.org/wiki/Republic_of_West_Florida
